Date,Year,Month,Day,RH,Q,S,is_outlier_RH
2008-11-15,2008,November,15,85.4,2,1,False
2008-11-16,2008,November,16,85.4,2,1,False
2008-11-17,2008,November,17,86.2,2,1,False
2008-11-18,2008,November,18,85.0,2,1,False
2008-11-19,2008,November,19,80.8,2,1,False
2008-11-20,2008,November,20,90.0,2,1,False
2008-11-21,2008,November,21,86.5,2,1,False
2008-11-22,2008,November,22,83.9,2,1,False
2008-11-23,2008,November,23,86.2,2,1,False
2008-11-24,2008,November,24,85.4,2,1,False
2008-11-25,2008,November,25,86.2,2,1,False
2008-11-26,2008,November,26,83.5,2,1,False
2008-11-27,2008,November,27,82.7,2,1,False
2008-11-28,2008,November,28,78.6,2,1,False
2008-11-29,2008,November,29,80.5,2,1,False
2008-11-30,2008,November,30,86.2,2,1,False
2008-12-01,2008,Desember,1,91.5,2,1,False
2008-12-02,2008,Desember,2,92.2,2,1,False
2008-12-03,2008,Desember,3,90.0,2,1,False
2008-12-04,2008,Desember,4,88.1,2,1,False
2008-12-05,2008,Desember,5,90.7,2,1,False
2008-12-06,2008,Desember,6,87.3,2,1,False
2008-12-07,2008,Desember,7,82.4,2,1,False
2008-12-08,2008,Desember,8,85.4,2,1,False
2008-12-09,2008,Desember,9,84.3,2,1,False
2008-12-10,2008,Desember,10,85.8,2,1,False
2008-12-11,2008,Desember,11,85.8,2,1,False
2008-12-12,2008,Desember,12,86.9,2,1,False
2008-12-13,2008,Desember,13,86.9,2,1,False
2008-12-14,2008,Desember,14,88.8,2,1,False
2008-12-15,2008,Desember,15,85.0,2,1,False
2008-12-16,2008,Desember,16,86.9,2,1,False
2008-12-17,2008,Desember,17,80.5,2,1,False
2008-12-18,2008,Desember,18,78.9,2,1,False
2008-12-19,2008,Desember,19,81.2,2,1,False
2008-12-20,2008,Desember,20,86.5,2,1,False
2008-12-21,2008,Desember,21,86.5,2,1,False
2008-12-22,2008,Desember,22,87.7,2,1,False
2008-12-23,2008,Desember,23,92.2,2,1,False
2008-12-24,2008,Desember,24,82.7,2,1,False
2008-12-25,2008,Desember,25,78.2,2,1,False
2008-12-26,2008,Desember,26,76.7,2,1,False
2008-12-27,2008,Desember,27,87.3,2,1,False
2008-12-28,2008,Desember,28,82.7,2,1,False
2008-12-29,2008,Desember,29,81.2,2,1,False
2008-12-30,2008,Desember,30,83.5,2,1,False
2008-12-31,2008,Desember,31,85.0,2,1,False
2009-01-01,2009,Januari,1,83.9,2,1,False
2009-01-02,2009,Januari,2,81.6,2,1,False
2009-01-03,2009,Januari,3,79.3,2,1,False
2009-01-04,2009,Januari,4,77.8,2,1,False
2009-01-05,2009,Januari,5,73.2,2,1,False
2009-01-06,2009,Januari,6,78.2,2,1,False
2009-01-07,2009,Januari,7,77.4,2,1,False
2009-01-08,2009,Januari,8,75.9,2,1,False
2009-01-09,2009,Januari,9,80.1,2,1,False
2009-01-10,2009,Januari,10,81.6,2,1,False
2009-01-11,2009,Januari,11,82.0,2,1,False
2009-01-12,2009,Januari,12,78.2,2,1,False
2009-01-13,2009,Januari,13,83.5,2,1,False
2009-01-14,2009,Januari,14,79.7,2,1,False
2009-01-15,2009,Januari,15,80.8,2,1,False
2009-01-16,2009,Januari,16,85.0,2,1,False
2009-01-17,2009,Januari,17,82.4,2,1,False
2009-01-18,2009,Januari,18,82.4,2,1,False
2009-01-19,2009,Januari,19,82.7,2,1,False
2009-01-20,2009,Januari,20,85.4,2,1,False
2009-01-21,2009,Januari,21,88.1,2,1,False
2009-01-22,2009,Januari,22,87.3,2,1,False
2009-01-23,2009,Januari,23,79.3,2,1,False
2009-01-24,2009,Januari,24,76.7,2,1,False
2009-01-25,2009,Januari,25,78.6,2,1,False
2009-01-26,2009,Januari,26,80.8,2,1,False
2009-01-27,2009,Januari,27,85.8,2,1,False
2009-01-28,2009,Januari,28,86.5,2,1,False
2009-01-29,2009,Januari,29,82.7,2,1,False
2009-01-30,2009,Januari,30,83.9,2,1,False
2009-01-31,2009,Januari,31,88.4,2,1,False
2009-02-01,2009,Februari,1,83.1,2,1,False
2009-02-02,2009,Februari,2,85.0,2,1,False
2009-02-03,2009,Februari,3,90.7,2,1,False
2009-02-04,2009,Februari,4,81.2,2,1,False
2009-02-05,2009,Februari,5,77.4,2,1,False
2009-02-06,2009,Februari,6,78.2,2,1,False
2009-02-07,2009,Februari,7,75.5,2,1,False
2009-02-08,2009,Februari,8,73.6,2,1,False
2009-02-09,2009,Februari,9,73.6,2,1,False
2009-02-10,2009,Februari,10,75.5,2,1,False
2009-02-11,2009,Februari,11,79.7,2,1,False
2009-02-12,2009,Februari,12,77.4,2,1,False
2009-02-13,2009,Februari,13,75.1,2,1,False
2009-02-14,2009,Februari,14,76.3,2,1,False
2009-02-15,2009,Februari,15,75.5,2,1,False
2009-02-16,2009,Februari,16,74.0,2,1,False
2009-02-17,2009,Februari,17,74.8,2,1,False
2009-02-18,2009,Februari,18,74.0,2,1,False
2009-07-31,2009,Juli,31,79.0,1,5,False
2009-08-01,2009,Agustus,1,77.8,1,5,False
2009-08-02,2009,Agustus,2,76.1,1,5,False
2009-08-03,2009,Agustus,3,77.7,1,5,False
2009-08-04,2009,Agustus,4,87.4,1,5,False
2009-08-05,2009,Agustus,5,90.5,1,5,False
2009-08-06,2009,Agustus,6,81.0,1,5,False
2009-08-07,2009,Agustus,7,81.7,1,5,False
2009-08-08,2009,Agustus,8,80.8,1,5,False
2009-08-09,2009,Agustus,9,83.9,1,5,False
2009-08-10,2009,Agustus,10,84.8,1,5,False
2009-08-11,2009,Agustus,11,89.2,1,5,False
2009-08-12,2009,Agustus,12,,1,5,True
2009-08-13,2009,Agustus,13,85.7,1,5,False
2009-08-14,2009,Agustus,14,88.4,1,5,False
2009-08-15,2009,Agustus,15,82.6,1,5,False
2009-08-16,2009,Agustus,16,85.4,1,5,False
2009-08-17,2009,Agustus,17,83.0,1,5,False
2009-08-18,2009,Agustus,18,80.9,1,5,False
2009-08-19,2009,Agustus,19,79.8,1,5,False
2009-08-20,2009,Agustus,20,76.8,1,5,False
2009-08-21,2009,Agustus,21,84.8,1,5,False
2009-08-22,2009,Agustus,22,85.5,1,5,False
2009-08-23,2009,Agustus,23,85.8,1,5,False
2009-08-24,2009,Agustus,24,86.7,1,5,False
2009-08-25,2009,Agustus,25,88.3,1,5,False
2009-08-26,2009,Agustus,26,84.2,1,5,False
2009-08-27,2009,Agustus,27,82.4,1,5,False
2009-08-28,2009,Agustus,28,81.0,1,5,False
2009-08-29,2009,Agustus,29,82.2,1,5,False
2009-08-30,2009,Agustus,30,86.0,1,5,False
2009-08-31,2009,Agustus,31,85.0,1,5,False
2009-09-01,2009,September,1,79.0,1,5,False
2009-09-02,2009,September,2,80.0,1,5,False
2009-09-03,2009,September,3,82.6,1,5,False
2009-09-04,2009,September,4,79.6,1,5,False
2009-09-05,2009,September,5,81.2,1,5,False
2009-09-06,2009,September,6,83.2,1,5,False
2009-09-07,2009,September,7,83.6,1,5,False
2009-09-08,2009,September,8,85.9,1,5,False
2009-09-09,2009,September,9,83.0,1,5,False
2009-09-10,2009,September,10,79.5,1,5,False
2009-09-11,2009,September,11,80.6,1,5,False
2009-09-12,2009,September,12,90.4,1,5,False
2009-09-13,2009,September,13,90.2,1,5,False
2009-09-14,2009,September,14,89.0,1,5,False
2009-09-15,2009,September,15,83.2,1,5,False
2009-09-16,2009,September,16,85.9,1,5,False
2009-09-17,2009,September,17,84.7,1,5,False
2009-09-18,2009,September,18,86.1,1,5,False
2009-09-19,2009,September,19,83.2,1,5,False
2009-09-20,2009,September,20,80.5,1,5,False
2009-09-21,2009,September,21,75.5,1,5,False
2009-09-22,2009,September,22,72.8,1,5,False
2009-09-23,2009,September,23,74.4,1,5,False
2009-09-24,2009,September,24,80.5,1,5,False
2009-09-25,2009,September,25,83.7,1,5,False
2009-09-26,2009,September,26,86.1,1,5,False
2009-09-27,2009,September,27,86.9,1,5,False
2009-09-28,2009,September,28,81.2,1,5,False
2009-09-29,2009,September,29,85.7,1,5,False
2009-09-30,2009,September,30,77.8,1,5,False
2009-10-01,2009,Oktober,1,85.1,1,5,False
2009-10-02,2009,Oktober,2,81.6,1,5,False
2009-10-03,2009,Oktober,3,82.9,1,5,False
2009-10-04,2009,Oktober,4,86.3,1,5,False
2009-10-05,2009,Oktober,5,81.0,1,5,False
2009-10-06,2009,Oktober,6,75.3,1,5,False
2009-10-07,2009,Oktober,7,78.0,1,5,False
2009-10-08,2009,Oktober,8,76.8,1,5,False
2009-10-09,2009,Oktober,9,79.2,1,5,False
2009-10-10,2009,Oktober,10,78.8,1,5,False
2009-10-11,2009,Oktober,11,79.8,1,5,False
2009-10-12,2009,Oktober,12,79.2,1,5,False
2009-10-13,2009,Oktober,13,81.4,1,5,False
2009-10-14,2009,Oktober,14,82.5,1,5,False
2009-10-15,2009,Oktober,15,81.9,1,5,False
2009-10-16,2009,Oktober,16,78.9,1,5,False
2009-10-17,2009,Oktober,17,84.1,1,5,False
2009-10-18,2009,Oktober,18,82.6,1,5,False
2009-10-19,2009,Oktober,19,85.5,1,5,False
2009-10-20,2009,Oktober,20,88.1,1,5,False
2009-10-21,2009,Oktober,21,74.8,1,5,False
2009-10-22,2009,Oktober,22,78.1,1,5,False
2009-10-23,2009,Oktober,23,86.7,1,5,False
2009-10-24,2009,Oktober,24,76.0,1,5,False
2009-10-25,2009,Oktober,25,80.3,1,5,False
2009-10-26,2009,Oktober,26,81.3,1,5,False
2009-10-27,2009,Oktober,27,84.6,1,5,False
2009-10-28,2009,Oktober,28,78.4,1,5,False
2009-10-29,2009,Oktober,29,75.5,1,5,False
2009-10-30,2009,Oktober,30,74.5,1,5,False
2009-10-31,2009,Oktober,31,77.8,1,5,False
2009-11-01,2009,November,1,86.7,1,5,False
2009-11-02,2009,November,2,77.6,1,5,False
2009-11-03,2009,November,3,77.4,1,5,False
2009-11-04,2009,November,4,87.1,1,5,False
2009-11-05,2009,November,5,84.1,1,5,False
2009-11-06,2009,November,6,81.5,1,5,False
2009-11-07,2009,November,7,86.6,1,5,False
2009-11-08,2009,November,8,85.5,1,5,False
2009-11-09,2009,November,9,89.3,1,5,False
2009-11-10,2009,November,10,,1,5,True
2009-11-11,2009,November,11,82.2,1,5,False
2009-11-12,2009,November,12,82.0,1,5,False
2009-11-13,2009,November,13,83.1,1,5,False
2009-11-14,2009,November,14,78.3,1,5,False
2009-11-15,2009,November,15,79.4,1,5,False
2009-11-16,2009,November,16,75.0,1,5,False
2009-11-17,2009,November,17,73.1,1,5,False
2009-11-18,2009,November,18,77.3,1,5,False
2009-11-19,2009,November,19,74.5,1,5,False
2009-11-20,2009,November,20,81.1,1,5,False
2009-11-21,2009,November,21,79.1,1,5,False
2009-11-22,2009,November,22,76.7,1,5,False
2009-11-23,2009,November,23,74.8,1,5,False
2009-11-24,2009,November,24,75.5,1,5,False
2009-11-25,2009,November,25,90.1,1,5,False
2009-11-26,2009,November,26,86.4,1,5,False
2009-11-27,2009,November,27,87.0,1,5,False
2009-11-28,2009,November,28,89.3,1,5,False
2009-11-29,2009,November,29,82.6,1,5,False
2009-11-30,2009,November,30,83.0,1,5,False
2009-12-01,2009,Desember,1,83.1,1,5,False
2009-12-02,2009,Desember,2,90.0,1,5,False
2009-12-03,2009,Desember,3,81.5,1,5,False
2009-12-04,2009,Desember,4,81.1,1,5,False
2009-12-05,2009,Desember,5,83.2,1,5,False
2009-12-06,2009,Desember,6,84.9,1,5,False
2009-12-07,2009,Desember,7,86.6,1,5,False
2009-12-08,2009,Desember,8,85.0,1,5,False
2009-12-09,2009,Desember,9,82.5,1,5,False
2009-12-10,2009,Desember,10,83.7,1,5,False
2009-12-11,2009,Desember,11,79.9,1,5,False
2009-12-12,2009,Desember,12,78.1,1,5,False
2009-12-13,2009,Desember,13,75.7,1,5,False
2009-12-14,2009,Desember,14,76.6,1,5,False
2009-12-15,2009,Desember,15,81.0,1,5,False
2009-12-16,2009,Desember,16,77.7,1,5,False
2009-12-17,2009,Desember,17,87.3,1,5,False
2009-12-18,2009,Desember,18,78.1,1,5,False
2009-12-19,2009,Desember,19,79.4,1,5,False
2009-12-20,2009,Desember,20,80.8,1,5,False
2009-12-21,2009,Desember,21,81.1,1,5,False
2009-12-22,2009,Desember,22,78.2,1,5,False
2009-12-23,2009,Desember,23,80.5,1,5,False
2009-12-24,2009,Desember,24,82.2,1,5,False
2009-12-25,2009,Desember,25,80.5,1,5,False
2009-12-26,2009,Desember,26,88.0,1,5,False
2009-12-27,2009,Desember,27,86.3,1,5,False
2009-12-28,2009,Desember,28,85.4,1,5,False
2009-12-29,2009,Desember,29,84.2,1,5,False
2009-12-30,2009,Desember,30,84.8,1,5,False
2009-12-31,2009,Desember,31,90.3,1,5,False
2010-01-01,2010,Januari,1,82.1,1,5,False
2010-01-02,2010,Januari,2,87.2,1,5,False
2010-01-03,2010,Januari,3,80.8,1,5,False
2010-01-04,2010,Januari,4,78.5,1,5,False
2010-01-05,2010,Januari,5,80.5,1,5,False
2010-01-06,2010,Januari,6,81.0,1,5,False
2010-01-07,2010,Januari,7,80.7,1,5,False
2010-01-08,2010,Januari,8,81.3,1,5,False
2010-01-09,2010,Januari,9,80.5,1,5,False
2010-01-10,2010,Januari,10,77.2,1,5,False
2010-01-11,2010,Januari,11,80.6,1,5,False
2010-01-12,2010,Januari,12,79.2,1,5,False
2010-01-13,2010,Januari,13,82.4,1,5,False
2010-01-14,2010,Januari,14,77.6,1,5,False
2010-01-15,2010,Januari,15,78.7,1,5,False
2010-01-16,2010,Januari,16,82.7,1,5,False
2010-01-17,2010,Januari,17,84.4,1,5,False
2010-01-18,2010,Januari,18,82.4,1,5,False
2010-01-19,2010,Januari,19,85.8,1,5,False
2010-01-20,2010,Januari,20,83.0,1,5,False
2010-01-21,2010,Januari,21,81.4,1,5,False
2010-01-22,2010,Januari,22,77.0,1,5,False
2010-01-23,2010,Januari,23,77.7,1,5,False
2010-01-24,2010,Januari,24,74.0,1,5,False
2010-01-25,2010,Januari,25,70.6,1,5,False
2010-01-26,2010,Januari,26,72.2,1,5,False
2010-01-27,2010,Januari,27,72.4,1,5,False
2010-01-28,2010,Januari,28,79.5,1,5,False
2010-01-29,2010,Januari,29,83.4,1,5,False
2010-01-30,2010,Januari,30,74.6,1,5,False
2010-01-31,2010,Januari,31,80.5,1,5,False
2010-02-01,2010,Februari,1,79.9,1,5,False
2010-02-02,2010,Februari,2,78.8,1,5,False
2010-02-03,2010,Februari,3,73.6,1,5,False
2010-02-04,2010,Februari,4,77.0,1,5,False
2010-02-05,2010,Februari,5,75.5,1,5,False
2010-02-06,2010,Februari,6,78.3,1,5,False
2010-02-07,2010,Februari,7,77.8,1,5,False
2010-02-08,2010,Februari,8,82.4,1,5,False
2010-02-09,2010,Februari,9,84.3,1,5,False
2010-02-10,2010,Februari,10,83.5,1,5,False
2010-02-11,2010,Februari,11,84.5,1,5,False
2010-02-12,2010,Februari,12,79.6,1,5,False
2010-02-13,2010,Februari,13,78.4,1,5,False
2010-02-14,2010,Februari,14,90.8,1,5,False
2010-02-15,2010,Februari,15,81.8,1,5,False
2010-02-16,2010,Februari,16,76.7,1,5,False
2010-02-17,2010,Februari,17,75.9,1,5,False
2010-02-18,2010,Februari,18,81.8,1,5,False
2010-02-19,2010,Februari,19,92.2,1,5,False
2010-02-20,2010,Februari,20,84.9,1,5,False
2010-02-21,2010,Februari,21,82.7,1,5,False
2010-02-22,2010,Februari,22,80.8,1,5,False
2010-02-23,2010,Februari,23,80.0,1,5,False
2010-02-24,2010,Februari,24,81.5,1,5,False
2010-02-25,2010,Februari,25,80.8,1,5,False
2010-02-26,2010,Februari,26,82.4,1,5,False
2010-02-27,2010,Februari,27,85.8,1,5,False
2010-02-28,2010,Februari,28,89.5,1,5,False
2010-03-01,2010,Maret,1,85.8,1,5,False
2010-03-02,2010,Maret,2,86.3,1,5,False
2010-03-03,2010,Maret,3,83.5,1,5,False
2010-03-04,2010,Maret,4,85.5,1,5,False
2010-03-05,2010,Maret,5,88.3,1,5,False
2010-03-06,2010,Maret,6,91.2,1,5,False
2010-03-07,2010,Maret,7,79.2,1,5,False
2010-03-08,2010,Maret,8,77.5,1,5,False
2010-03-09,2010,Maret,9,82.0,1,5,False
2010-03-10,2010,Maret,10,78.3,1,5,False
2010-03-11,2010,Maret,11,77.2,1,5,False
2010-03-12,2010,Maret,12,74.5,1,5,False
2010-03-13,2010,Maret,13,79.3,1,5,False
2010-03-14,2010,Maret,14,82.2,1,5,False
2010-03-15,2010,Maret,15,82.1,1,5,False
2010-03-16,2010,Maret,16,87.7,1,5,False
2010-03-17,2010,Maret,17,82.5,1,5,False
2010-03-18,2010,Maret,18,85.9,1,5,False
2010-03-19,2010,Maret,19,80.2,1,5,False
2010-03-20,2010,Maret,20,76.8,1,5,False
2010-03-21,2010,Maret,21,79.2,1,5,False
2010-03-22,2010,Maret,22,79.1,1,5,False
2010-03-23,2010,Maret,23,82.2,1,5,False
2010-03-24,2010,Maret,24,85.1,1,5,False
2010-03-25,2010,Maret,25,79.1,1,5,False
2010-03-26,2010,Maret,26,81.7,1,5,False
2010-03-27,2010,Maret,27,85.1,1,5,False
2010-03-28,2010,Maret,28,85.7,1,5,False
2010-03-29,2010,Maret,29,77.4,1,5,False
2010-03-30,2010,Maret,30,77.0,1,5,False
2010-03-31,2010,Maret,31,81.1,1,5,False
2010-04-01,2010,April,1,89.0,1,5,False
2010-04-02,2010,April,2,83.1,1,5,False
2010-04-03,2010,April,3,89.9,1,5,False
2010-04-04,2010,April,4,84.1,1,5,False
2010-04-05,2010,April,5,82.9,1,5,False
2010-04-06,2010,April,6,84.7,1,5,False
2010-04-07,2010,April,7,81.0,1,5,False
2010-04-08,2010,April,8,83.9,1,5,False
2010-04-09,2010,April,9,88.9,1,5,False
2010-04-10,2010,April,10,88.6,1,5,False
2010-04-11,2010,April,11,81.5,1,5,False
2010-04-12,2010,April,12,76.5,1,5,False
2010-04-13,2010,April,13,73.8,1,5,False
2010-04-14,2010,April,14,75.3,1,5,False
2010-04-15,2010,April,15,88.4,1,5,False
2010-04-16,2010,April,16,86.3,1,5,False
2010-04-17,2010,April,17,85.0,1,5,False
2010-04-18,2010,April,18,82.8,1,5,False
2010-04-19,2010,April,19,85.7,1,5,False
2010-04-20,2010,April,20,83.2,1,5,False
2010-04-21,2010,April,21,83.8,1,5,False
2010-04-22,2010,April,22,87.5,1,5,False
2010-04-23,2010,April,23,80.8,1,5,False
2010-04-24,2010,April,24,81.8,1,5,False
2010-04-25,2010,April,25,86.8,1,5,False
2010-04-26,2010,April,26,86.4,1,5,False
2010-04-27,2010,April,27,80.9,1,5,False
2010-04-28,2010,April,28,75.5,1,5,False
2010-04-29,2010,April,29,80.3,1,5,False
2010-04-30,2010,April,30,82.4,1,5,False
2010-05-01,2010,Mei,1,83.9,1,5,False
2010-05-02,2010,Mei,2,81.4,1,5,False
2010-05-03,2010,Mei,3,85.2,1,5,False
2010-05-04,2010,Mei,4,79.0,1,5,False
2010-05-05,2010,Mei,5,74.7,1,5,False
2010-05-06,2010,Mei,6,73.7,1,5,False
2010-05-07,2010,Mei,7,74.4,1,5,False
2010-05-08,2010,Mei,8,76.9,1,5,False
2010-05-09,2010,Mei,9,83.5,1,5,False
2010-05-10,2010,Mei,10,81.9,1,5,False
2010-05-11,2010,Mei,11,91.7,1,5,False
2010-05-12,2010,Mei,12,88.0,1,5,False
2010-05-13,2010,Mei,13,91.8,1,5,False
2010-05-14,2010,Mei,14,87.5,1,5,False
2010-05-15,2010,Mei,15,82.7,1,5,False
2010-05-16,2010,Mei,16,82.7,1,5,False
2010-05-17,2010,Mei,17,78.9,1,5,False
2010-05-18,2010,Mei,18,86.1,1,5,False
2010-05-19,2010,Mei,19,83.0,1,5,False
2010-05-20,2010,Mei,20,82.7,1,5,False
2010-05-21,2010,Mei,21,81.8,1,5,False
2010-05-22,2010,Mei,22,75.5,1,5,False
2010-05-23,2010,Mei,23,70.6,1,5,False
2010-05-24,2010,Mei,24,69.7,1,5,False
2010-05-25,2010,Mei,25,71.4,1,5,False
2010-05-26,2010,Mei,26,74.2,1,5,False
2010-05-27,2010,Mei,27,80.9,1,5,False
2010-05-28,2010,Mei,28,82.5,1,5,False
2010-05-29,2010,Mei,29,76.9,1,5,False
2010-05-30,2010,Mei,30,76.0,1,5,False
2010-05-31,2010,Mei,31,71.5,1,5,False
2010-06-01,2010,Juni,1,78.6,1,5,False
2010-06-02,2010,Juni,2,79.5,1,5,False
2010-06-03,2010,Juni,3,87.4,1,5,False
2010-06-04,2010,Juni,4,87.0,1,5,False
2010-06-05,2010,Juni,5,87.0,1,5,False
2010-06-06,2010,Juni,6,84.5,1,5,False
2010-06-07,2010,Juni,7,81.5,1,5,False
2010-06-08,2010,Juni,8,76.7,1,5,False
2010-06-09,2010,Juni,9,76.0,1,5,False
2010-06-10,2010,Juni,10,74.3,1,5,False
2010-06-11,2010,Juni,11,74.1,1,5,False
2010-06-12,2010,Juni,12,75.0,1,5,False
2010-06-13,2010,Juni,13,76.5,1,5,False
2010-06-14,2010,Juni,14,75.2,1,5,False
2010-06-15,2010,Juni,15,74.4,1,5,False
2010-06-16,2010,Juni,16,73.7,1,5,False
2010-06-17,2010,Juni,17,75.8,1,5,False
2010-06-18,2010,Juni,18,77.8,1,5,False
2010-06-19,2010,Juni,19,75.8,1,5,False
2010-06-20,2010,Juni,20,78.7,1,5,False
2010-06-21,2010,Juni,21,90.9,1,5,False
2010-06-22,2010,Juni,22,75.4,1,5,False
2010-06-23,2010,Juni,23,78.0,1,5,False
2010-06-24,2010,Juni,24,79.2,1,5,False
2010-06-25,2010,Juni,25,79.9,1,5,False
2010-06-26,2010,Juni,26,79.3,1,5,False
2010-06-27,2010,Juni,27,85.5,1,5,False
2010-06-28,2010,Juni,28,80.0,1,5,False
2010-06-29,2010,Juni,29,83.6,1,5,False
2010-06-30,2010,Juni,30,86.7,1,5,False
2010-07-01,2010,Juli,1,83.1,1,5,False
2010-07-02,2010,Juli,2,81.2,1,5,False
2010-07-03,2010,Juli,3,77.6,1,5,False
2010-07-04,2010,Juli,4,74.3,1,5,False
2010-07-05,2010,Juli,5,73.9,1,5,False
2010-07-06,2010,Juli,6,76.1,1,5,False
2010-07-07,2010,Juli,7,79.1,1,5,False
2010-07-08,2010,Juli,8,80.5,1,5,False
2010-07-09,2010,Juli,9,80.9,1,5,False
2010-07-10,2010,Juli,10,87.7,1,5,False
2010-07-11,2010,Juli,11,81.8,1,5,False
2010-07-13,2010,Juli,13,77.5,1,1,False
2010-07-14,2010,Juli,14,83.3,1,1,False
2010-07-15,2010,Juli,15,78.4,1,1,False
2010-07-16,2010,Juli,16,80.8,1,1,False
2010-07-17,2010,Juli,17,80.4,1,1,False
2010-07-18,2010,Juli,18,84.1,1,1,False
2010-07-19,2010,Juli,19,80.4,1,1,False
2010-07-20,2010,Juli,20,79.2,1,1,False
2010-07-21,2010,Juli,21,75.1,1,1,False
2010-07-22,2010,Juli,22,79.2,1,1,False
2010-07-23,2010,Juli,23,78.4,1,1,False
2010-07-24,2010,Juli,24,80.8,1,1,False
2010-07-25,2010,Juli,25,84.1,1,1,False
2010-07-26,2010,Juli,26,78.4,1,1,False
2010-07-27,2010,Juli,27,80.0,1,1,False
2010-07-28,2010,Juli,28,82.1,1,1,False
2010-07-29,2010,Juli,29,80.8,1,1,False
2010-07-30,2010,Juli,30,77.1,1,1,False
2010-07-31,2010,Juli,31,75.9,1,1,False
2010-08-01,2010,Agustus,1,75.9,1,1,False
2010-08-02,2010,Agustus,2,77.1,1,1,False
2010-08-03,2010,Agustus,3,77.5,1,1,False
2010-08-04,2010,Agustus,4,77.5,1,1,False
2010-08-05,2010,Agustus,5,78.8,1,1,False
2010-08-06,2010,Agustus,6,77.9,1,1,False
2010-08-07,2010,Agustus,7,77.1,1,1,False
2010-08-08,2010,Agustus,8,77.5,1,1,False
2010-08-09,2010,Agustus,9,80.4,1,1,False
2010-08-10,2010,Agustus,10,78.8,1,1,False
2010-08-11,2010,Agustus,11,84.9,1,1,False
2010-08-12,2010,Agustus,12,82.1,1,1,False
2010-08-13,2010,Agustus,13,77.5,1,1,False
2010-08-14,2010,Agustus,14,75.5,1,1,False
2010-08-15,2010,Agustus,15,76.7,1,1,False
2010-08-16,2010,Agustus,16,80.4,1,1,False
2010-08-17,2010,Agustus,17,83.7,1,1,False
2010-08-18,2010,Agustus,18,80.8,1,1,False
2010-08-19,2010,Agustus,19,82.1,1,1,False
2010-08-20,2010,Agustus,20,80.4,1,1,False
2010-08-21,2010,Agustus,21,79.6,1,1,False
2010-08-22,2010,Agustus,22,80.0,1,1,False
2010-08-23,2010,Agustus,23,78.8,1,1,False
2010-08-24,2010,Agustus,24,82.1,1,1,False
2010-08-25,2010,Agustus,25,79.2,1,1,False
2010-08-26,2010,Agustus,26,76.7,1,1,False
2010-08-27,2010,Agustus,27,79.2,1,1,False
2010-08-28,2010,Agustus,28,79.6,1,1,False
2010-08-29,2010,Agustus,29,80.4,1,1,False
2010-08-30,2010,Agustus,30,80.4,1,1,False
2010-08-31,2010,Agustus,31,83.3,1,1,False
2010-09-01,2010,September,1,80.0,1,1,False
2010-09-02,2010,September,2,82.1,1,1,False
2010-09-03,2010,September,3,80.0,1,1,False
2010-09-04,2010,September,4,81.2,1,1,False
2010-09-05,2010,September,5,81.2,1,1,False
2010-09-06,2010,September,6,80.0,1,1,False
2010-09-07,2010,September,7,77.9,1,1,False
2010-09-08,2010,September,8,77.1,1,1,False
2010-09-09,2010,September,9,74.7,1,1,False
2010-09-10,2010,September,10,74.7,1,1,False
2010-09-11,2010,September,11,72.6,1,1,False
2010-09-12,2010,September,12,75.9,1,1,False
2010-09-13,2010,September,13,77.1,1,1,False
2010-09-14,2010,September,14,80.0,1,1,False
2010-09-15,2010,September,15,77.9,1,1,False
2010-09-16,2010,September,16,77.9,1,1,False
2010-09-17,2010,September,17,83.7,1,1,False
2010-09-18,2010,September,18,82.9,1,1,False
2010-09-19,2010,September,19,82.9,1,1,False
2010-09-20,2010,September,20,80.4,1,1,False
2010-09-21,2010,September,21,82.1,1,1,False
2010-09-22,2010,September,22,82.1,1,1,False
2010-09-23,2010,September,23,80.8,1,1,False
2010-09-24,2010,September,24,83.3,1,1,False
2010-09-25,2010,September,25,79.2,1,1,False
2010-09-26,2010,September,26,82.9,1,1,False
2010-09-27,2010,September,27,80.8,1,1,False
2010-09-28,2010,September,28,87.0,1,1,False
2010-09-29,2010,September,29,81.2,1,1,False
2010-09-30,2010,September,30,84.9,1,1,False
2010-10-01,2010,Oktober,1,80.8,1,1,False
2010-10-02,2010,Oktober,2,83.7,1,1,False
2010-10-03,2010,Oktober,3,84.9,1,1,False
2010-10-04,2010,Oktober,4,84.9,1,1,False
2010-10-05,2010,Oktober,5,80.8,1,1,False
2010-10-06,2010,Oktober,6,80.4,1,1,False
2010-10-07,2010,Oktober,7,81.6,1,1,False
2010-10-08,2010,Oktober,8,78.8,1,1,False
2010-10-09,2010,Oktober,9,78.4,1,1,False
2010-10-10,2010,Oktober,10,79.2,1,1,False
2010-10-11,2010,Oktober,11,82.5,1,1,False
2010-10-12,2010,Oktober,12,80.4,1,1,False
2010-10-13,2010,Oktober,13,80.4,1,1,False
2010-10-14,2010,Oktober,14,77.9,1,1,False
2010-10-15,2010,Oktober,15,77.1,1,1,False
2010-10-16,2010,Oktober,16,79.2,1,1,False
2010-10-17,2010,Oktober,17,77.5,1,1,False
2010-10-18,2010,Oktober,18,78.4,1,1,False
2010-10-19,2010,Oktober,19,75.1,1,1,False
2010-10-20,2010,Oktober,20,73.4,1,1,False
2010-10-21,2010,Oktober,21,78.8,1,1,False
