Date,Year,Month,Day,SWRad,Prec,RH,SST,StDev,Max,StDev_rain,%Time,Location
2007-04-28,2007,4,28,92.97,1.04,,29.83,189.24,1042.94,3.47,17.0,4N90E
2007-04-29,2007,4,29,250.72,0.53,,29.81,365.7,1245.44,4.33,2.8,4N90E
2007-04-30,2007,4,30,145.51,0.02,,29.76,217.58,1031.74,0.23,0.7,4N90E
2007-05-01,2007,5,1,292.84,0.19,,29.9,383.91,1226.62,0.95,4.2,4N90E
2007-05-02,2007,5,2,185.58,0.0,,29.85,258.78,1308.16,0.02,0.0,4N90E
2007-05-03,2007,5,3,72.23,-0.01,,29.77,90.63,313.6,0.02,0.0,4N90E
2007-05-04,2007,5,4,162.34,0.11,,29.77,225.93,966.78,1.01,2.1,4N90E
2007-05-05,2007,5,5,131.81,0.02,,29.72,170.18,582.85,0.12,0.7,4N90E
2007-05-06,2007,5,6,165.09,0.16,,29.74,211.15,773.25,0.9,3.6,4N90E
2007-05-07,2007,5,7,92.51,0.24,,29.74,118.75,478.02,1.61,3.5,4N90E
2007-05-08,2007,5,8,210.83,0.07,,29.79,308.05,1246.78,0.62,1.4,4N90E
2007-05-09,2007,5,9,210.37,0.02,,29.73,291.86,1062.21,0.12,0.7,4N90E
2007-05-10,2007,5,10,112.66,0.1,,29.67,180.24,897.79,0.78,2.1,4N90E
2007-05-11,2007,5,11,288.73,0.06,,29.7,371.65,1027.71,0.42,2.8,4N90E
2007-05-12,2007,5,12,163.98,0.71,,29.61,280.46,1089.54,2.7,8.5,4N90E
2007-05-13,2007,5,13,265.91,0.26,,29.65,347.23,1137.92,1.93,2.1,4N90E
2007-05-14,2007,5,14,242.61,0.0,,29.65,340.43,1056.38,0.11,0.0,4N90E
2007-05-15,2007,5,15,199.34,0.0,,29.66,263.59,956.03,0.11,0.0,4N90E
2007-05-16,2007,5,16,285.93,-0.01,,29.72,370.8,1021.44,0.18,0.0,4N90E
2007-05-17,2007,5,17,248.67,0.0,,29.66,357.56,1034.88,0.16,0.0,4N90E
2007-05-18,2007,5,18,213.45,0.0,,29.64,268.24,899.58,0.15,0.0,4N90E
2007-05-19,2007,5,19,288.79,0.25,,29.92,367.69,1022.34,2.38,2.4,4N90E
2007-05-20,2007,5,20,294.89,0.0,,29.68,376.7,1113.28,0.06,0.0,4N90E
2007-05-21,2007,5,21,245.65,-0.01,,29.66,343.76,1169.28,0.08,0.0,4N90E
2007-05-22,2007,5,22,284.55,0.0,,29.84,368.68,1060.86,0.02,0.0,4N90E
2007-05-23,2007,5,23,283.37,0.0,,30.08,366.96,996.8,0.03,0.0,4N90E
2007-05-24,2007,5,24,288.81,0.0,,30.56,368.16,977.09,0.03,0.0,4N90E
2007-05-25,2007,5,25,259.11,0.0,,30.41,344.25,1054.59,0.09,0.0,4N90E
2007-05-26,2007,5,26,215.36,,,30.52,303.03,1115.97,,,4N90E
2007-05-27,2007,5,27,225.51,0.15,,30.47,337.42,1261.12,1.4,2.0,4N90E
2007-05-28,2007,5,28,281.47,0.02,,30.52,355.94,1172.86,0.39,2.5,4N90E
2007-05-29,2007,5,29,257.98,,,30.13,345.42,1214.98,,,4N90E
2007-05-30,2007,5,30,243.42,,,29.86,349.51,1081.92,,,4N90E
2007-05-31,2007,5,31,194.44,,,29.89,261.11,836.86,,,4N90E
2007-06-01,2007,6,1,197.47,,,29.84,290.92,1138.82,,,4N90E
2007-06-02,2007,6,2,279.91,,,29.97,372.4,999.04,,,4N90E
2007-06-03,2007,6,3,123.76,,,29.71,169.66,528.19,,,4N90E
2007-06-04,2007,6,4,240.51,,,29.78,320.44,1111.04,,,4N90E
2007-06-05,2007,6,5,261.77,1.0,,29.76,347.55,1051.01,3.58,13.8,4N90E
2007-06-06,2007,6,6,77.99,-0.01,,29.67,100.64,301.5,0.09,0.0,4N90E
2007-06-07,2007,6,7,263.71,0.1,,29.81,361.59,1055.49,0.55,4.1,4N90E
2007-06-08,2007,6,8,202.52,0.38,,29.76,303.63,1229.31,2.54,3.0,4N90E
2007-06-09,2007,6,9,278.54,-0.02,,29.93,357.12,957.82,0.07,0.0,4N90E
2007-06-10,2007,6,10,277.45,-0.02,,29.88,359.58,1072.51,0.12,0.0,4N90E
2007-06-11,2007,6,11,134.64,0.87,,29.75,215.03,878.53,2.7,13.9,4N90E
2007-06-12,2007,6,12,53.17,0.88,,29.73,74.14,316.74,4.06,5.8,4N90E
2007-06-13,2007,6,13,173.19,0.01,,29.76,271.4,1163.01,0.11,0.0,4N90E
2007-06-14,2007,6,14,61.53,,,29.64,109.24,710.98,,,4N90E
2007-06-15,2007,6,15,115.87,,,29.47,160.95,944.83,,,4N90E
2007-06-16,2007,6,16,189.49,,,29.4,258.82,1071.17,,,4N90E
2007-06-17,2007,6,17,196.13,,,29.33,260.26,1015.62,,,4N90E
2007-06-18,2007,6,18,177.54,,,29.08,273.33,1147.78,,,4N90E
2007-06-19,2007,6,19,165.2,,,29.01,248.53,962.3,,,4N90E
2007-06-20,2007,6,20,160.73,,,29.06,238.86,843.58,,,4N90E
2007-06-21,2007,6,21,247.63,,,29.07,338.74,997.7,,,4N90E
2007-06-22,2007,6,22,211.46,,,29.21,266.67,827.9,,,4N90E
2007-06-23,2007,6,23,272.74,,,29.29,351.95,1064.9,,,4N90E
2007-06-24,2007,6,24,205.26,,,29.45,276.45,1034.43,,,4N90E
2007-06-25,2007,6,25,154.96,,,29.33,220.11,1142.4,,,4N90E
2007-06-26,2007,6,26,55.15,,,29.17,100.52,633.92,,,4N90E
2007-06-27,2007,6,27,155.68,,,29.08,202.38,723.97,,,4N90E
2007-06-28,2007,6,28,141.21,,,29.03,198.43,868.22,,,4N90E
2007-06-29,2007,6,29,252.52,,,29.07,328.81,1082.82,,,4N90E
2007-06-30,2007,6,30,267.73,,,29.09,354.89,1017.86,,,4N90E
2007-07-01,2007,7,1,274.57,,,29.09,347.71,929.15,,,4N90E
2007-07-02,2007,7,2,269.42,,,29.15,343.92,1028.16,,,4N90E
2007-07-03,2007,7,3,269.77,,,29.17,337.56,1000.83,,,4N90E
2007-07-04,2007,7,4,254.5,,,29.26,319.45,935.87,,,4N90E
2007-07-05,2007,7,5,267.72,,,29.25,353.93,1173.31,,,4N90E
2007-07-06,2007,7,6,275.56,,,29.21,366.56,986.05,,,4N90E
2007-07-07,2007,7,7,219.52,,,29.17,294.47,1038.02,,,4N90E
2007-07-08,2007,7,8,167.98,,,29.15,248.27,882.11,,,4N90E
2007-07-09,2007,7,9,222.79,,,29.19,310.33,1041.6,,,4N90E
2007-07-10,2007,7,10,148.35,,,29.16,190.91,554.18,,,4N90E
2007-07-11,2007,7,11,268.79,,,29.22,357.81,1081.02,,,4N90E
2007-07-12,2007,7,12,191.11,,,29.17,264.37,1097.15,,,4N90E
2007-07-13,2007,7,13,218.32,,,29.15,323.74,1076.1,,,4N90E
2007-07-14,2007,7,14,251.16,,,29.15,340.73,1068.48,,,4N90E
2007-07-15,2007,7,15,157.52,,,29.06,197.99,605.7,,,4N90E
2007-07-16,2007,7,16,219.5,,,29.08,316.15,1240.51,,,4N90E
2007-07-17,2007,7,17,238.2,,,29.07,325.1,1156.74,,,4N90E
2007-07-18,2007,7,18,206.95,,,29.01,293.76,1070.27,,,4N90E
2007-07-19,2007,7,19,171.53,,,28.95,255.99,1147.33,,,4N90E
2007-07-20,2007,7,20,69.91,,,28.87,113.0,468.61,,,4N90E
2007-07-21,2007,7,21,119.26,,,28.81,165.77,711.42,,,4N90E
2007-07-22,2007,7,22,172.29,,,28.8,273.82,953.79,,,4N90E
2007-07-23,2007,7,23,185.56,,,28.75,239.46,873.15,,,4N90E
2007-07-24,2007,7,24,69.62,,,28.71,86.22,243.71,,,4N90E
2007-07-25,2007,7,25,280.34,,,28.98,358.66,1008.0,,,4N90E
2007-07-26,2007,7,26,278.46,,,29.14,363.33,1081.02,,,4N90E
2007-07-27,2007,7,27,259.75,,,29.0,338.98,997.25,,,4N90E
2007-07-28,2007,7,28,253.97,,,29.12,340.75,999.94,,,4N90E
2007-07-29,2007,7,29,215.59,,,28.95,292.37,1169.73,,,4N90E
2007-07-30,2007,7,30,98.76,,,28.83,149.31,660.35,,,4N90E
2007-07-31,2007,7,31,135.07,,,28.84,180.43,622.72,,,4N90E
2007-08-01,2007,8,1,289.82,,,28.91,372.63,1040.26,,,4N90E
2007-08-02,2007,8,2,264.62,,,29.01,349.7,1232.0,,,4N90E
2007-08-03,2007,8,3,289.37,,,28.92,369.83,1055.94,,,4N90E
2007-08-04,2007,8,4,279.9,,,28.83,363.79,1072.96,,,4N90E
2007-08-05,2007,8,5,300.43,,,28.8,382.99,1064.9,,,4N90E
2007-08-06,2007,8,6,293.89,,,28.91,370.12,1130.3,,,4N90E
2007-08-07,2007,8,7,232.99,,,28.88,315.32,1042.94,,,4N90E
2007-08-08,2007,8,8,220.72,,,28.83,297.96,1159.42,,,4N90E
2007-08-09,2007,8,9,237.17,,,28.83,299.1,952.9,,,4N90E
2007-08-10,2007,8,10,217.62,,,28.8,289.64,909.89,,,4N90E
2007-08-11,2007,8,11,220.89,,,28.76,326.79,1123.58,,,4N90E
2007-08-12,2007,8,12,215.76,,,28.68,318.21,1146.88,,,4N90E
2007-08-13,2007,8,13,108.59,,,28.6,145.56,600.77,,,4N90E
2007-08-14,2007,8,14,271.69,,,28.72,359.28,1091.33,,,4N90E
2007-08-15,2007,8,15,117.36,,,28.66,153.86,657.22,,,4N90E
2007-08-16,2007,8,16,228.59,,,28.68,303.66,914.37,,,4N90E
2007-08-17,2007,8,17,194.55,,,28.62,287.97,1048.32,,,4N90E
2007-08-18,2007,8,18,256.31,,,28.62,331.46,1100.29,,,4N90E
2007-08-19,2007,8,19,99.51,,,28.56,138.03,518.78,,,4N90E
2007-08-20,2007,8,20,61.88,,,28.51,102.3,716.35,,,4N90E
2007-08-21,2007,8,21,150.59,,,28.52,224.03,970.37,,,4N90E
2007-08-22,2007,8,22,188.7,,,28.53,273.21,950.66,,,4N90E
2007-08-23,2007,8,23,198.83,,,28.56,280.99,1185.41,,,4N90E
2007-08-24,2007,8,24,259.97,,,28.56,366.58,1149.57,,,4N90E
2007-08-25,2007,8,25,277.77,,,28.96,381.75,1122.24,,,4N90E
2007-08-26,2007,8,26,264.54,,,28.94,353.66,1272.32,,,4N90E
2007-08-27,2007,8,27,289.08,,,29.06,377.93,1167.94,,,4N90E
2007-08-28,2007,8,28,253.36,,,28.95,348.57,1213.18,,,4N90E
2007-08-29,2007,8,29,212.21,,,28.93,279.29,889.28,,,4N90E
2007-08-30,2007,8,30,113.18,,,28.85,183.2,760.7,,,4N90E
2007-08-31,2007,8,31,113.2,,,28.68,154.2,720.83,,,4N90E
2007-09-01,2007,9,1,67.14,,,28.62,89.0,314.5,,,4N90E
2007-09-02,2007,9,2,204.34,,,28.59,299.11,1319.36,,,4N90E
2007-09-03,2007,9,3,246.68,,,28.59,341.52,1246.34,,,4N90E
2007-09-04,2007,9,4,256.74,,,28.7,332.2,1145.54,,,4N90E
2007-09-05,2007,9,5,244.25,,,28.9,323.89,921.54,,,4N90E
2007-09-06,2007,9,6,228.95,,,28.76,347.09,1093.12,,,4N90E
2007-09-07,2007,9,7,217.94,,,28.7,352.32,1121.34,,,4N90E
2007-09-08,2007,9,8,205.8,,,28.61,303.64,1316.67,,,4N90E
2007-09-09,2007,9,9,245.9,,,28.78,338.23,1304.13,,,4N90E
2007-09-10,2007,9,10,261.87,,,28.91,377.4,1256.19,,,4N90E
2007-09-11,2007,9,11,297.52,,,28.82,388.73,1059.07,,,4N90E
2007-09-12,2007,9,12,287.65,,,28.93,379.27,1204.22,,,4N90E
2007-09-13,2007,9,13,162.02,,,28.78,239.16,1107.01,,,4N90E
2007-09-14,2007,9,14,150.4,,,28.78,224.88,1056.83,,,4N90E
2007-09-15,2007,9,15,173.59,,,28.68,246.75,941.7,,,4N90E
2007-09-16,2007,9,16,265.81,,,28.66,368.68,1092.67,,,4N90E
2007-09-17,2007,9,17,221.22,,,28.69,317.84,1196.16,,,4N90E
2007-09-18,2007,9,18,191.69,,,28.66,265.4,1049.22,,,4N90E
2007-09-19,2007,9,19,147.32,,,28.59,216.83,981.12,,,4N90E
2007-09-20,2007,9,20,297.34,,,28.67,382.97,1184.51,,,4N90E
2007-09-21,2007,9,21,290.95,,,28.76,382.11,1103.87,,,4N90E
2007-09-22,2007,9,22,288.2,,,28.72,379.19,1078.78,,,4N90E
2007-09-23,2007,9,23,162.99,,,28.69,266.91,1346.24,,,4N90E
2007-09-24,2007,9,24,291.5,,,28.85,382.82,1065.34,,,4N90E
2007-09-25,2007,9,25,277.54,,,28.85,375.35,1323.84,,,4N90E
2007-09-26,2007,9,26,205.04,,,28.88,306.99,1115.07,,,4N90E
2007-09-27,2007,9,27,269.19,,,28.95,367.49,1153.15,,,4N90E
2007-09-28,2007,9,28,285.52,,,28.96,393.28,1058.62,,,4N90E
2007-09-29,2007,9,29,182.3,,,28.91,253.34,1087.3,,,4N90E
2007-09-30,2007,9,30,108.78,,,28.75,179.18,1122.24,,,4N90E
2007-10-01,2007,10,1,188.61,,,28.69,263.62,976.19,,,4N90E
2007-10-02,2007,10,2,275.53,,,28.63,371.04,1142.85,,,4N90E
2007-10-03,2007,10,3,253.91,,,28.59,344.77,1071.62,,,4N90E
2007-10-04,2007,10,4,128.01,,,28.53,189.63,863.3,,,4N90E
2007-10-05,2007,10,5,70.29,,,28.44,106.15,454.27,,,4N90E
2007-10-06,2007,10,6,112.96,,,28.37,179.68,1128.06,,,4N90E
2007-10-08,2007,10,8,252.73,0.05,78.0,28.9,324.62,1060.79,0.91,1.0,4N90E
2007-10-09,2007,10,9,229.45,0.24,79.2,28.77,322.76,1339.77,4.11,1.0,4N90E
2007-10-10,2007,10,10,296.98,0.0,78.4,28.62,383.77,1126.93,3.77,0.0,4N90E
2007-10-11,2007,10,11,280.68,0.1,79.2,28.99,369.33,1142.76,2.63,4.0,4N90E
2007-10-12,2007,10,12,276.49,0.19,76.8,29.11,379.11,1054.27,2.0,3.0,4N90E
2007-10-13,2007,10,13,112.08,1.43,82.9,28.51,155.56,689.13,6.3,13.0,4N90E
2007-10-14,2007,10,14,95.78,0.05,83.7,28.37,131.34,487.0,1.91,2.0,4N90E
2007-10-15,2007,10,15,173.09,0.24,82.9,28.41,259.42,1293.66,4.11,4.0,4N90E
2007-10-16,2007,10,16,262.98,0.05,82.9,28.54,375.85,,3.15,3.0,4N90E
2007-10-17,2007,10,17,122.33,0.57,85.3,28.45,194.68,869.37,1.81,19.0,4N90E
2007-10-18,2007,10,18,264.38,0.19,82.1,28.69,373.06,1092.46,2.2,3.0,4N90E
2007-10-19,2007,10,19,73.42,2.63,88.2,28.48,123.42,513.08,6.78,42.0,4N90E
2007-10-20,2007,10,20,161.91,3.2,85.7,28.43,216.57,780.42,9.93,23.0,4N90E
2007-10-21,2007,10,21,55.26,2.96,89.0,28.32,101.07,773.9,8.78,41.0,4N90E
2007-10-22,2007,10,22,125.12,0.33,83.3,28.25,195.61,908.96,2.24,9.0,4N90E
2007-10-23,2007,10,23,174.02,0.0,82.1,28.21,265.47,1345.36,2.29,1.0,4N90E
2007-10-24,2007,10,24,111.15,1.96,86.6,28.09,183.5,972.77,6.21,30.0,4N90E
2007-10-25,2007,10,25,182.87,1.0,86.6,28.07,302.73,1254.07,4.73,16.0,4N90E
2007-10-26,2007,10,26,93.45,0.67,86.2,28.08,129.48,456.26,5.54,10.0,4N90E
2007-10-27,2007,10,27,168.9,0.0,80.5,28.08,229.14,961.59,1.0,1.0,4N90E
2007-10-28,2007,10,28,242.49,0.0,82.5,28.17,325.55,1144.16,1.96,0.0,4N90E
2007-10-29,2007,10,29,276.02,0.0,82.5,28.18,364.67,1157.2,1.91,1.0,4N90E
2007-10-30,2007,10,30,208.49,0.05,82.1,28.33,335.8,1151.61,2.15,2.0,4N90E
2007-10-31,2007,10,31,198.71,0.14,84.9,28.23,301.8,1088.27,4.34,4.0,4N90E
2007-11-01,2007,11,1,244.82,0.1,82.5,28.32,339.99,1238.24,2.24,2.0,4N90E
2007-11-02,2007,11,2,39.43,0.48,85.3,27.99,61.01,233.64,3.1,11.0,4N90E
2007-11-03,2007,11,3,215.94,0.0,82.5,28.03,306.92,1174.9,3.68,0.0,4N90E
2007-11-04,2007,11,4,249.47,0.0,78.0,28.46,357.22,1159.06,2.24,0.0,4N90E
2007-11-05,2007,11,5,276.02,0.0,78.8,28.51,358.15,1066.85,2.77,0.0,4N90E
2007-11-06,2007,11,6,227.58,0.1,83.7,28.32,311.58,1193.53,2.53,2.0,4N90E
2007-11-07,2007,11,7,62.71,0.05,84.9,28.1,84.76,308.16,2.2,2.0,4N90E
2007-11-08,2007,11,8,85.53,0.62,84.5,27.99,166.27,833.04,9.21,7.0,4N90E
2007-11-09,2007,11,9,65.97,0.1,84.5,27.93,98.74,434.37,2.77,5.0,4N90E
2007-11-10,2007,11,10,187.53,0.43,83.3,27.9,298.07,1114.35,6.68,6.0,4N90E
2007-11-11,2007,11,11,263.45,0.05,82.5,27.96,353.5,1103.64,2.2,2.0,4N90E
2007-11-12,2007,11,12,264.84,0.1,83.3,28.08,354.43,1115.75,3.63,3.0,4N90E
2007-11-13,2007,11,13,256.46,0.0,82.1,28.1,342.78,1006.77,3.44,1.0,4N90E
2007-11-14,2007,11,14,278.82,0.0,82.1,28.34,370.26,1156.27,3.1,0.0,4N90E
2007-11-15,2007,11,15,275.56,0.0,76.0,28.79,367.0,1173.97,2.82,0.0,4N90E
2007-11-16,2007,11,16,272.76,0.1,80.1,28.64,375.39,1028.66,3.44,2.0,4N90E
2007-11-17,2007,11,17,296.05,0.0,82.1,28.6,385.17,1099.91,7.02,1.0,4N90E
2007-11-18,2007,11,18,265.31,0.05,80.1,28.87,371.19,1247.55,1.1,1.0,4N90E
2007-11-19,2007,11,19,268.1,0.86,81.7,28.71,357.69,1104.57,7.3,4.0,4N90E
2007-11-20,2007,11,20,174.02,0.05,81.7,28.55,263.61,,2.58,2.0,4N90E
2007-11-21,2007,11,21,234.57,0.14,81.3,28.54,341.39,1123.2,1.43,3.0,4N90E
2007-11-22,2007,11,22,260.65,0.0,78.8,28.8,347.44,1020.27,1.0,1.0,4N90E
2007-11-23,2007,11,23,264.38,0.0,76.0,28.94,346.98,982.55,1.34,0.0,4N90E
2007-11-24,2007,11,24,266.71,0.0,76.0,28.95,349.3,977.42,1.24,0.0,4N90E
2007-11-25,2007,11,25,285.8,0.0,76.8,29.13,373.52,1126.46,0.91,0.0,4N90E
2007-11-26,2007,11,26,244.35,0.05,77.6,29.15,343.72,1214.95,1.77,2.0,4N90E
2007-11-27,2007,11,27,235.97,0.38,78.0,29.06,340.46,1105.5,4.39,2.0,4N90E
2007-11-28,2007,11,28,230.38,0.1,77.2,28.93,343.25,1140.43,3.58,2.0,4N90E
2007-11-29,2007,11,29,268.57,0.24,76.8,29.13,339.52,995.59,2.77,4.0,4N90E
2007-11-30,2007,11,30,262.05,0.0,79.6,29.15,355.82,1077.09,2.0,0.0,4N90E
2007-12-01,2007,12,1,134.9,0.67,82.1,28.93,221.69,1235.91,7.02,3.0,4N90E
2007-12-02,2007,12,2,67.84,0.38,86.2,28.74,110.85,437.63,1.53,21.0,4N90E
2007-12-03,2007,12,3,91.12,-0.05,79.6,28.38,134.13,471.17,1.43,1.0,4N90E
2007-12-04,2007,12,4,267.64,-0.05,77.2,28.2,357.69,1047.28,2.48,0.0,4N90E
2007-12-05,2007,12,5,271.83,0.0,79.2,28.18,358.62,1023.07,2.1,1.0,4N90E
2007-12-06,2007,12,6,271.36,0.0,81.3,28.24,363.74,1078.02,2.39,0.0,4N90E
2007-12-07,2007,12,7,189.39,0.53,84.1,28.28,285.5,1071.5,27.97,5.0,4N90E
2007-12-08,2007,12,8,139.56,0.43,83.7,28.45,224.49,1038.44,11.7,10.0,4N90E
2007-12-09,2007,12,9,65.51,0.1,83.3,28.4,105.72,459.99,3.44,10.0,4N90E
2007-12-10,2007,12,10,111.62,0.43,84.1,28.41,154.16,584.81,5.82,4.0,4N90E
2007-12-11,2007,12,11,97.64,0.19,84.9,28.39,146.71,697.05,2.48,2.0,4N90E
2007-12-12,2007,12,12,139.09,0.14,82.9,28.41,191.42,980.22,2.63,3.0,4N90E
2007-12-13,2007,12,13,154.93,0.0,81.3,28.63,224.49,1100.38,1.43,0.0,4N90E
2007-12-14,2007,12,14,142.35,1.48,84.5,28.36,206.79,1109.69,6.06,22.0,4N90E
2007-12-15,2007,12,15,141.89,0.0,80.9,28.04,195.14,773.9,5.54,0.0,4N90E
2007-12-16,2007,12,16,249.47,0.0,80.1,28.42,320.43,1021.2,2.05,0.0,4N90E
2007-12-17,2007,12,17,265.77,0.05,80.9,28.61,351.17,1110.16,4.44,1.0,4N90E
2007-12-18,2007,12,18,254.13,0.0,81.7,28.61,353.03,1071.04,1.1,0.0,4N90E
2007-12-19,2007,12,19,269.97,0.0,82.1,28.83,360.48,1051.01,5.16,0.0,4N90E
2007-12-20,2007,12,20,195.45,0.0,82.1,28.62,282.7,1099.91,2.43,1.0,4N90E
2007-12-21,2007,12,21,207.56,0.0,82.9,28.86,330.67,1316.48,2.48,0.0,4N90E
2007-12-22,2007,12,22,184.27,0.1,79.6,29.01,282.24,1184.21,3.87,2.0,4N90E
2007-12-23,2007,12,23,227.58,0.91,80.5,29.13,310.18,1104.1,6.16,6.0,4N90E
2007-12-24,2007,12,24,79.94,0.24,83.7,28.48,128.54,775.76,3.68,8.0,4N90E
2007-12-25,2007,12,25,236.9,0.0,76.0,28.57,334.4,1118.08,0.86,0.0,4N90E
2007-12-26,2007,12,26,140.03,0.0,75.6,28.34,190.02,929.92,1.53,0.0,4N90E
2007-12-27,2007,12,27,203.83,-0.05,70.7,28.45,282.7,1035.64,3.1,0.0,4N90E
2007-12-28,2007,12,28,206.63,-0.05,69.1,28.38,274.32,1009.56,1.24,0.0,4N90E
2007-12-29,2007,12,29,203.37,-0.05,69.9,28.38,269.2,943.42,2.58,0.0,4N90E
2007-12-30,2007,12,30,217.8,0.0,71.9,28.43,312.98,973.23,2.58,0.0,4N90E
2007-12-31,2007,12,31,226.65,0.0,70.7,28.44,315.77,1044.49,2.24,0.0,4N90E
2008-01-01,2008,1,1,164.71,0.0,76.4,28.5,274.79,1095.72,2.2,0.0,4N90E
2008-01-02,2008,1,2,169.83,0.05,73.5,28.44,253.36,1001.18,1.67,2.0,4N90E
2008-01-03,2008,1,3,247.15,0.0,73.5,28.61,325.09,929.45,2.0,0.0,4N90E
2008-01-04,2008,1,4,197.31,0.0,76.0,28.66,285.96,1153.47,1.81,1.0,4N90E
2008-01-05,2008,1,5,247.61,0.0,74.8,28.8,326.02,944.36,1.1,0.0,4N90E
2008-01-06,2008,1,6,,,,29.06,,,,,4N90E
2008-01-07,2008,1,7,,,,29.29,,,,,4N90E
2008-01-08,2008,1,8,,,,29.14,,,,,4N90E
2008-01-09,2008,1,9,,,,29.22,,,,,4N90E
2008-01-10,2008,1,10,,,,29.37,,,,,4N90E
2008-01-11,2008,1,11,,,,29.38,,,,,4N90E
2008-01-12,2008,1,12,,,,29.76,,,,,4N90E
2008-01-13,2008,1,13,,,,29.55,,,,,4N90E
2008-01-14,2008,1,14,,,,29.39,,,,,4N90E
2008-01-15,2008,1,15,,,,29.21,,,,,4N90E
2008-01-16,2008,1,16,,,,29.0,,,,,4N90E
2008-01-17,2008,1,17,,,,28.92,,,,,4N90E
2008-01-18,2008,1,18,,,,29.11,,,,,4N90E
2008-01-19,2008,1,19,,,,29.25,,,,,4N90E
2008-01-20,2008,1,20,,,,29.68,,,,,4N90E
2008-01-21,2008,1,21,,,,29.42,,,,,4N90E
2008-01-22,2008,1,22,,,,29.22,,,,,4N90E
2008-01-23,2008,1,23,,,,29.16,,,,,4N90E
2008-01-24,2008,1,24,,,,29.4,,,,,4N90E
2008-01-25,2008,1,25,,,,29.54,,,,,4N90E
2008-01-26,2008,1,26,,,,29.29,,,,,4N90E
2008-01-27,2008,1,27,,,,29.36,,,,,4N90E
2008-01-28,2008,1,28,,,,29.23,,,,,4N90E
2008-01-29,2008,1,29,,,,29.29,,,,,4N90E
2008-01-30,2008,1,30,,,,29.25,,,,,4N90E
2008-01-31,2008,1,31,,,,29.27,,,,,4N90E
2008-02-01,2008,2,1,,,,29.4,,,,,4N90E
2008-02-02,2008,2,2,,,,29.25,,,,,4N90E
2008-02-03,2008,2,3,,,,29.33,,,,,4N90E
2008-02-04,2008,2,4,,,,29.28,,,,,4N90E
2008-02-05,2008,2,5,,,,29.16,,,,,4N90E
2008-02-06,2008,2,6,,,,29.34,,,,,4N90E
2008-02-07,2008,2,7,,,,29.57,,,,,4N90E
2008-02-08,2008,2,8,,,,29.29,,,,,4N90E
2008-02-09,2008,2,9,,,,29.3,,,,,4N90E
2008-02-10,2008,2,10,,,,29.2,,,,,4N90E
2008-02-11,2008,2,11,,,,28.97,,,,,4N90E
2008-02-12,2008,2,12,,,,28.84,,,,,4N90E
2008-02-13,2008,2,13,,,,29.0,,,,,4N90E
2008-02-14,2008,2,14,,,,28.87,,,,,4N90E
2008-02-15,2008,2,15,,,,28.79,,,,,4N90E
2008-02-16,2008,2,16,,,,28.79,,,,,4N90E
2008-02-17,2008,2,17,,,,28.64,,,,,4N90E
2008-02-18,2008,2,18,,,,28.75,,,,,4N90E
2008-02-19,2008,2,19,,,,29.14,,,,,4N90E
2008-02-20,2008,2,20,,,,29.43,,,,,4N90E
2008-02-21,2008,2,21,,,,29.28,,,,,4N90E
2008-02-22,2008,2,22,,,,28.75,,,,,4N90E
2008-02-23,2008,2,23,,,,28.82,,,,,4N90E
2008-02-24,2008,2,24,,,,29.13,,,,,4N90E
2008-02-25,2008,2,25,,,,29.24,,,,,4N90E
2008-02-26,2008,2,26,,,,29.51,,,,,4N90E
2008-02-27,2008,2,27,,,,29.5,,,,,4N90E
2008-02-28,2008,2,28,,,,29.61,,,,,4N90E
2008-02-29,2008,2,29,,,,29.62,,,,,4N90E
2008-03-01,2008,3,1,,,,29.76,,,,,4N90E
2008-03-02,2008,3,2,,,,29.68,,,,,4N90E
2008-03-03,2008,3,3,,,,29.49,,,,,4N90E
2008-03-04,2008,3,4,,,,29.51,,,,,4N90E
2008-03-05,2008,3,5,,,,29.39,,,,,4N90E
2008-03-06,2008,3,6,,,,29.14,,,,,4N90E
2008-03-07,2008,3,7,,,,29.14,,,,,4N90E
2008-03-08,2008,3,8,,,,29.03,,,,,4N90E
2008-03-09,2008,3,9,,,,28.88,,,,,4N90E
2008-03-10,2008,3,10,,,,29.0,,,,,4N90E
2008-03-11,2008,3,11,,,,29.14,,,,,4N90E
2008-03-12,2008,3,12,,,,29.1,,,,,4N90E
2008-03-13,2008,3,13,,,,29.01,,,,,4N90E
2008-03-14,2008,3,14,,,,28.85,,,,,4N90E
2008-03-15,2008,3,15,,,,28.92,,,,,4N90E
2008-03-16,2008,3,16,,,,28.97,,,,,4N90E
2008-03-17,2008,3,17,,,,28.95,,,,,4N90E
2008-03-18,2008,3,18,,,,28.74,,,,,4N90E
2008-03-19,2008,3,19,,,,28.87,,,,,4N90E
2008-03-20,2008,3,20,,,,29.48,,,,,4N90E
2008-03-21,2008,3,21,,,,29.52,,,,,4N90E
2008-03-22,2008,3,22,,,,29.64,,,,,4N90E
2008-03-23,2008,3,23,,,,29.56,,,,,4N90E
2008-03-24,2008,3,24,,,,29.39,,,,,4N90E
2008-03-25,2008,3,25,,,,29.21,,,,,4N90E
2008-03-26,2008,3,26,,,,29.08,,,,,4N90E
2008-03-27,2008,3,27,,,,29.23,,,,,4N90E
2008-03-28,2008,3,28,,,,29.18,,,,,4N90E
2008-03-29,2008,3,29,,,,29.16,,,,,4N90E
