Date,Year,month,day,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,WS10M_MAX,WD10M
8/1/2025,2025,1,8,26.27,27.97,24.81,85.37,8.13,19.66,1.8,2.64,20.6
7/1/2025,2025,1,7,25.97,27.43,24.89,89.58,6.52,16.44,2.5,3.01,3.7
6/1/2025,2025,1,6,26.24,27.15,25.48,88.62,16.52,12.14,2.86,4.56,52.3
5/1/2025,2025,1,5,26.62,28.66,25.12,88.28,0.9,18.2,2.8,3.66,49.4
4/1/2025,2025,1,4,26.41,28.11,25.19,86.91,1.72,12.06,2.99,4.42,39.8
3/1/2025,2025,1,3,26.45,28.17,25.16,86.58,5.41,6.73,2.99,3.82,4
2/1/2025,2025,1,2,26.55,28.44,25.3,85.9,7.29,16.92,3.13,4.4,1.5
1/1/2025,2025,1,1,26.71,29.08,24.91,81.15,0.62,16.86,1.89,3.51,29.5
31/12/2024,2024,12,31,26.1,27.11,25.24,88.03,12.83,13.3,2.18,4.03,39.9
30/12/2024,2024,12,30,26.08,27.1,25.46,88.97,11.6,13.13,3.24,5.67,88.9
29/12/2024,2024,12,29,26.27,27.38,25.31,89.71,3.3,12.57,2.58,3.61,48
28/12/2024,2024,12,28,27.11,29.93,24.81,81.3,0.41,16.87,1.83,3.25,16.1
27/12/2024,2024,12,27,26.65,28.95,24.75,81.88,1.17,13.9,1.76,3.1,37.2
26/12/2024,2024,12,26,26.48,28.61,25.19,80.18,0.01,19.72,1.76,3.23,45
25/12/2024,2024,12,25,25.96,26.95,24.9,84.66,0.73,10.3,2.8,4.13,30
24/12/2024,2024,12,24,26.54,27.75,25.43,87.64,4.98,8.26,3.66,7.39,24.2
23/12/2024,2024,12,23,26.01,27.52,24.71,90.22,3.36,14.5,2.96,4.67,42.7
22/12/2024,2024,12,22,25.63,27.04,24.54,90.43,4.47,5.71,2.68,4.78,36.2
21/12/2024,2024,12,21,25.85,27.24,24.83,92.53,1.63,11.25,2.52,3.58,68.9
20/12/2024,2024,12,20,26.7,28.93,25.46,84.91,2.85,9.58,2.34,4.31,62.7
19/12/2024,2024,12,19,26.54,27.91,25.51,85.17,1.65,11.99,2.35,3.84,77.8
18/12/2024,2024,12,18,26.43,27.38,25.65,91.41,0.66,17.5,3.87,6.55,50.5
17/12/2024,2024,12,17,26.82,28.6,25.49,86.81,2.2,17.73,2.16,4,55.8
16/12/2024,2024,12,16,26.48,27.54,25.74,91.16,12.58,14.61,3.12,4.49,41.5
15/12/2024,2024,12,15,27.4,30.16,25.86,85.15,9.43,19.97,2.31,2.93,23.3
14/12/2024,2024,12,14,26.35,29.42,23.7,84.66,0.14,15.99,3.54,4.4,327.7
13/12/2024,2024,12,13,25.86,27.33,24.91,89.74,28.19,15.08,4.42,5.19,320.3
12/12/2024,2024,12,12,26.66,29.02,24.92,88.63,1.09,17.45,3.94,5.25,315.4
11/12/2024,2024,12,11,26.72,29.69,24.46,86.92,2.32,12.91,3.25,4.98,323.1
10/12/2024,2024,12,10,25.87,28.16,24.73,84.01,18.68,11.16,1.38,2.41,332.2
9/12/2024,2024,12,9,26.07,27.9,24.92,88.33,4.34,10.47,2.21,2.9,341.4
8/12/2024,2024,12,8,26.79,29.1,24.95,86.47,3.14,16.7,2.68,3.35,330.1
7/12/2024,2024,12,7,26.47,28.52,24.84,86.16,1.57,16.91,2.19,3.16,352.1
6/12/2024,2024,12,6,25.99,27.16,25.03,91.03,14.54,13.71,2.71,4.51,0.9
5/12/2024,2024,12,5,26.04,28.23,24.38,85.14,3.06,11.43,2.06,3.39,353.7
4/12/2024,2024,12,4,25.6,26.34,24.48,84.35,8,7.61,1.49,2.71,21.4
3/12/2024,2024,12,3,25.73,26.87,24.75,89.15,12.46,8.25,2.18,2.8,312
2/12/2024,2024,12,2,26.05,28.05,24.92,87.35,2.58,11.7,1.83,2.87,50.2
1/12/2024,2024,12,1,26.35,28.22,24.97,85.3,29.02,7.61,1.68,2.67,25.5
30/11/2024,2024,11,30,26.19,27.92,25.12,90.89,26.05,14.07,2.96,3.59,33.5
29/11/2024,2024,11,29,25.6,26.67,24.3,90.4,6.48,4.79,2.19,3.12,64.3
28/11/2024,2024,11,28,25.65,27.49,24.37,85.23,21.91,8.65,1.85,3.07,37
27/11/2024,2024,11,27,25.65,26.92,24.29,90.44,10.53,12.12,3.04,4.49,98.8
26/11/2024,2024,11,26,26.62,28.39,25.5,83.31,5.7,6.91,1.4,2.28,88.7
25/11/2024,2024,11,25,26.48,28.72,24.77,86.76,10.79,16.26,2.41,3.47,136
24/11/2024,2024,11,24,26.76,29.27,25.28,85.93,3.63,13.7,2.54,3.53,89.5
23/11/2024,2024,11,23,26.35,28.38,24.54,86.59,5.85,12.88,2.27,3.82,98.7
22/11/2024,2024,11,22,25.49,26.98,24.69,89.54,11.37,14.76,2.81,4.76,98.1
21/11/2024,2024,11,21,26.09,27.65,25.08,87.07,22.69,6.66,1.93,3.22,60.3
20/11/2024,2024,11,20,26.39,28.38,24.69,84.88,16.28,13.42,2.51,3.54,123.7
19/11/2024,2024,11,19,26.59,28.58,25.2,84.44,10.62,11.58,2.39,3.29,124
18/11/2024,2024,11,18,26.91,28.66,25.44,85.16,10.33,13.92,1.8,3.16,90.2
17/11/2024,2024,11,17,27.18,29.52,25.3,85.15,3.16,8.64,1.8,2.6,96.4
16/11/2024,2024,11,16,27.27,29,25.67,82.23,4.44,19.52,1.73,2.49,15.1
15/11/2024,2024,11,15,26.46,29,25.24,79.51,2.17,15.83,1.78,3.55,353.4
14/11/2024,2024,11,14,27.32,29.87,25.29,81.15,3.43,11.61,1.96,4.1,5.2
13/11/2024,2024,11,13,27.17,29.81,24.71,81.39,2.96,21.09,1.73,2.67,347.4
12/11/2024,2024,11,12,26.51,27.79,25.37,89.73,6.78,13.31,2.42,3.7,347
11/11/2024,2024,11,11,26.9,29.1,25.28,84.57,18.38,21.9,2.46,3.86,356.8
10/11/2024,2024,11,10,26.93,29.48,24.81,82,4.4,7.47,1.96,3.64,340.2
9/11/2024,2024,11,9,26.74,28.5,25.24,89.19,1.01,8.62,3.6,5.3,343.9
8/11/2024,2024,11,8,26.81,28.63,24.97,81.34,2.28,14.06,2.11,3.02,333.8
7/11/2024,2024,11,7,26.4,28.43,24.91,85.81,2.45,21.66,2.22,3.41,356.4
6/11/2024,2024,11,6,25.74,27.04,24.83,88.28,3.31,10.72,2.18,2.61,53.3
5/11/2024,2024,11,5,26.05,27.22,25.26,88.12,4,7.67,3.18,4.39,47.4
4/11/2024,2024,11,4,26.76,28.67,25.56,86.15,1.38,19.57,3.72,5.21,352
3/11/2024,2024,11,3,27.45,30.17,25.17,83.15,1.86,19.48,2.47,4.34,331.5
2/11/2024,2024,11,2,27.18,29.97,25.23,83.25,2.45,21.01,3.49,4.44,306.2
1/11/2024,2024,11,1,27.35,29.24,26.03,82.13,3.02,16.2,2.41,3.54,322.5
31/10/2024,2024,10,31,27.41,30.2,25.42,80.66,1.66,16.02,1.7,2.98,334.7
30/10/2024,2024,10,30,27.23,28.3,25.99,84.84,6.55,20.31,1.96,3.46,56.1
29/10/2024,2024,10,29,27.87,31.17,25.27,80.55,3.94,20.11,1.83,3.12,322.1
28/10/2024,2024,10,28,27.56,31.22,24.47,83.72,0.71,21.94,3.72,4.82,299.6
27/10/2024,2024,10,27,27.87,31.39,24.86,82.57,0.64,21.91,3.99,4.75,300.1
26/10/2024,2024,10,26,27.51,30.61,24.99,84.1,0.53,16.23,4.42,5.42,311.4
25/10/2024,2024,10,25,26.91,29.79,25.01,84.07,0.4,16.11,3.65,4.78,308
24/10/2024,2024,10,24,27.09,29.18,25.62,87.43,4.64,22.05,4.24,5.92,326.4
23/10/2024,2024,10,23,27.51,30.19,25.64,84.35,0.51,22.85,2.79,3.56,348
22/10/2024,2024,10,22,27.69,30.44,26.05,78.32,0.03,24.68,2.07,4.04,353.6
21/10/2024,2024,10,21,27.6,30.47,25.62,78.74,0.03,22.74,1.47,2.75,44.3
20/10/2024,2024,10,20,27.01,30.22,24.31,79.71,0.86,18.47,2.05,3.02,97.2
19/10/2024,2024,10,19,27.41,30.38,25.13,75.96,10.65,19.73,1.83,3.15,319.2
18/10/2024,2024,10,18,26.6,28.33,25.25,82.94,7.23,11.26,1.65,3.18,352.6
17/10/2024,2024,10,17,26.92,28.08,26.07,87.21,1.14,18.32,2.16,3.15,29.5
16/10/2024,2024,10,16,27.95,30.98,25.59,78.76,1.79,15.95,1.04,1.7,62.8
15/10/2024,2024,10,15,27.17,30.27,25.12,79.24,3.11,17.69,1.86,2.59,313.8
14/10/2024,2024,10,14,26.19,27.62,25.34,87.52,3.78,18.8,1.7,2.53,26.1
13/10/2024,2024,10,13,26.56,28.06,25.48,85.41,2.14,14.13,1.71,1.94,33.8
12/10/2024,2024,10,12,27.1,29.59,25.5,83.99,1.82,20.04,2.15,3.43,13.8
11/10/2024,2024,10,11,27.1,29.21,25.31,86.78,6.03,15.14,3.04,4.97,356.7
10/10/2024,2024,10,10,26.86,28.97,25.18,87.58,7.47,14.54,3.51,5.06,332.9
9/10/2024,2024,10,9,26.65,29.04,25.04,87.4,4.61,16.65,2.92,4.54,338.1
8/10/2024,2024,10,8,26.41,27.47,25.48,89.16,8.71,9.62,2.48,3.09,3.8
7/10/2024,2024,10,7,26.96,29.58,24.75,81.65,5.74,19.79,1.8,2.93,72.6
6/10/2024,2024,10,6,25.93,27.82,24.5,86.28,19.78,13.58,2.05,2.9,340.1
5/10/2024,2024,10,5,25.81,27.3,24.8,89.77,12.59,5.97,2.87,3.77,293.3
4/10/2024,2024,10,4,26.28,28.37,24.71,86.09,8.31,15.74,2.27,2.9,300.8
3/10/2024,2024,10,3,26.89,28.78,25.21,86.28,8.56,11.64,3.26,3.76,326.6
2/10/2024,2024,10,2,28.14,30.98,26.2,80.24,5.91,21.7,2.1,3.87,8.6
1/10/2024,2024,10,1,27.16,29.44,24.89,81.59,0.68,10.89,2.35,3.36,301.3
30/9/2024,2024,9,30,26.73,28.32,25.6,88.18,1.07,15.81,2.82,3.74,322.5
29/9/2024,2024,9,29,26.53,27.85,25.41,88.77,1.68,15.11,2.22,2.94,354.4
28/9/2024,2024,9,28,27.22,29.4,25.77,81.7,3.35,14.99,1.58,2.63,73
27/9/2024,2024,9,27,27.09,29.31,25.04,82.19,2.05,18.85,1.6,2.15,96.8
26/9/2024,2024,9,26,27.18,29.69,25.07,82.01,0.78,21.01,2.62,3.29,122.2
25/9/2024,2024,9,25,27.33,29.22,25.69,78.27,1.75,23.38,1.31,2.07,75.3
24/9/2024,2024,9,24,26.67,28.28,25.16,80.35,4.81,10.34,1.93,3.13,114.7
23/9/2024,2024,9,23,27.21,29.7,25.65,84.86,2.49,22.61,2.18,3.63,53
22/9/2024,2024,9,22,27.07,29.89,24.59,80.26,1.47,18.62,2.03,3.71,129.9
21/9/2024,2024,9,21,26.33,28.7,24.39,83.04,0.64,16.86,2.13,3.27,174.7
20/9/2024,2024,9,20,26.43,29.31,23.97,85.77,5.22,15.46,2.58,4.31,289.6
19/9/2024,2024,9,19,27.22,30.37,24.68,78.29,2.28,19.62,3.01,4.53,281.9
18/9/2024,2024,9,18,26.99,30.6,24.29,80.98,1.32,18.11,3.87,5.07,278.9
17/9/2024,2024,9,17,26.58,29.77,24.19,84.89,9.88,15.97,4.31,5.79,288.8
16/9/2024,2024,9,16,26.8,30.2,23.41,81.23,10.59,17.15,2.82,4.03,278.6
15/9/2024,2024,9,15,26.7,29.1,24.32,79.39,1.73,19.99,2.22,2.86,284
14/9/2024,2024,9,14,27.1,29.67,25.26,80.37,90.96,18.02,1.45,2.34,330.2
13/9/2024,2024,9,13,26.96,29.79,25,81.98,2.48,10.84,2.32,3.82,310.7
12/9/2024,2024,9,12,27.61,30.68,25.11,82.91,1.86,14,2.9,3.99,300.5
11/9/2024,2024,9,11,28.57,31.98,25.63,75.56,3.58,21.05,2.4,3.56,304.6
10/9/2024,2024,9,10,27.92,30.99,25.17,79.35,0.87,21.94,2.59,3.38,317.6
9/9/2024,2024,9,9,27.72,30.51,25.48,78.99,0.8,20.06,2.5,4.42,323.4
8/9/2024,2024,9,8,26.98,29.65,25.2,83.42,8.08,3.85,1.83,3.45,59.5
7/9/2024,2024,9,7,26.99,28.5,26.12,84.84,2.45,8.14,1.87,2.86,21.7
6/9/2024,2024,9,6,27.45,29.38,25.51,84.88,3.5,23.2,2.34,3.82,99.7
5/9/2024,2024,9,5,27.95,30.49,25.71,78.98,1.13,18.55,2.06,4.38,302.3
4/9/2024,2024,9,4,27.97,31.55,25.19,79,1.07,23.1,2.08,3.1,305.7
3/9/2024,2024,9,3,27.1,29.08,25.45,86.4,37.71,20.42,2.19,3.57,358.3
2/9/2024,2024,9,2,27.66,30.01,25.57,84.33,114.79,17.54,2.27,2.78,334
1/9/2024,2024,9,1,27.87,30.32,26.06,80.48,0.94,24.66,1.89,3.19,339.8
31/8/2024,2024,8,31,27.71,29.59,26.38,81.24,1.44,17.11,1.54,2.43,39
30/8/2024,2024,8,30,27.92,31.43,25.45,76.77,1.37,21.86,1.54,2.48,344.1
29/8/2024,2024,8,29,27.45,30.36,24.93,77.81,0.88,20.91,1.81,2.3,123.4
28/8/2024,2024,8,28,26.89,29.74,24.37,75.1,6.75,19.01,1.99,3.58,299.4
27/8/2024,2024,8,27,26.96,29.87,24.73,84.86,15.66,11.38,4.58,6,306.5
26/8/2024,2024,8,26,26.25,28.22,24.7,86.07,10.14,16.56,4.02,4.98,311.8
25/8/2024,2024,8,25,26.17,27.07,25.13,90.56,5.06,12.23,5.47,7.24,338
24/8/2024,2024,8,24,27.33,29.93,25.45,80.62,3.82,16.11,2.32,3.39,345.5
23/8/2024,2024,8,23,26.84,28.98,24.96,82.34,10.17,5.45,3.1,3.97,307.5
22/8/2024,2024,8,22,27.9,30.86,25.72,77.93,5.13,23.98,2.08,3.18,312.7
21/8/2024,2024,8,21,27.81,29.71,26.44,78.15,4.32,21.85,1.5,2.46,63.5
20/8/2024,2024,8,20,27,29.4,24.97,80.44,4.21,9.76,3.06,4.91,306
19/8/2024,2024,8,19,26.49,27.68,25.12,89.9,2.18,10.01,3.88,5.56,322.8
18/8/2024,2024,8,18,27.96,30.08,25.81,78.35,6.23,10.82,1.39,3.82,318.8
17/8/2024,2024,8,17,28.41,30.74,26.7,79.47,2.9,15.29,1.44,2.77,60.4
16/8/2024,2024,8,16,28.32,31.25,25.91,78.52,2.18,21.19,1.55,2.78,96
15/8/2024,2024,8,15,27.61,29.22,26.34,84.05,1.58,12.78,1.49,2.04,80.3
14/8/2024,2024,8,14,27.78,29.43,26.48,81.18,0.71,6.82,1.65,2.6,83.3
13/8/2024,2024,8,13,28.32,30.33,26.64,77.12,0.49,23.32,1.08,2.32,27.5
12/8/2024,2024,8,12,27.23,29.06,25.35,82.2,0.57,12.49,1.5,2.4,80.6
11/8/2024,2024,8,11,26.43,27.61,25.51,89.77,3.34,15.76,3.74,7.67,352.7
10/8/2024,2024,8,10,27,29.29,25.51,85.29,20.29,12.77,2.69,3.08,319.7
9/8/2024,2024,8,9,27.84,30.29,26.16,82.45,22.1,16.01,1.79,2.96,328.8
8/8/2024,2024,8,8,27.9,30.17,25.71,82.86,1.12,19.81,2.52,4.3,128.4
7/8/2024,2024,8,7,27.68,29.87,25.47,79.42,0.84,14.94,2.28,3.18,25.6
6/8/2024,2024,8,6,26.94,29.65,25.39,83.82,10,10.94,2.94,4.38,326.5
5/8/2024,2024,8,5,27.01,28.86,25.78,83.61,16.94,21.95,2.35,3.75,346.4
4/8/2024,2024,8,4,27.18,28.02,26.57,87.3,9.05,12.97,2.89,4.29,9.8
3/8/2024,2024,8,3,28.28,30.23,26.51,82.91,13.33,13.77,1.86,4.16,12.1
2/8/2024,2024,8,2,28.44,30.15,27.04,76.78,0.8,19.17,1.2,1.81,8
1/8/2024,2024,8,1,28.91,32.01,26.73,73.11,17.89,20.61,0.93,2.3,55.7
31/7/2024,2024,7,31,28.33,31.11,25.83,76.43,22.57,20.14,1.19,2.1,89.2
30/7/2024,2024,7,30,27.67,29.91,26.57,82.25,1.27,17.93,1.59,3.14,38.3
29/7/2024,2024,7,29,27.87,30.34,25.98,79.97,6.05,14.49,1.32,2.41,66.2
28/7/2024,2024,7,28,28.48,31.54,26.44,78.83,13.02,15.05,1.57,2.3,353.7
27/7/2024,2024,7,27,28.06,29.74,26.6,83.67,0.43,19.08,1.43,2.33,58.4
26/7/2024,2024,7,26,28.19,30.66,25.94,80.51,0.43,14.19,1.48,2.71,51.2
25/7/2024,2024,7,25,27.95,30.95,25.01,80.6,0.24,21.82,1.78,3.19,184.3
24/7/2024,2024,7,24,29.04,32.19,26.68,77.94,0.12,19.29,1.38,2.62,322.3
23/7/2024,2024,7,23,29.11,31.75,26.62,77.18,0.28,21.38,0.88,1.91,26.7
22/7/2024,2024,7,22,28.92,31.21,27.32,81.83,0.1,21.73,1.61,2.9,4.5
21/7/2024,2024,7,21,28.35,30.73,26.44,80.29,0.21,21.34,2.07,3.39,101.2
20/7/2024,2024,7,20,28.37,30.89,26.39,80.04,0.8,20.03,1.48,2.68,42.7
19/7/2024,2024,7,19,27.66,29.71,25.79,82.47,3,21.47,1.46,2.26,113.7
18/7/2024,2024,7,18,28.06,29.9,26.2,79.59,8.28,22.58,1.43,2.18,327.5
17/7/2024,2024,7,17,28.39,30.67,26.42,78.03,1.09,17.39,1.23,1.92,114
16/7/2024,2024,7,16,28.21,30.25,26.63,84.83,1.06,20.14,2.67,4.31,108.6
15/7/2024,2024,7,15,28.01,31.91,24.15,79.78,0.89,21.84,2.18,3.56,143.1
14/7/2024,2024,7,14,27.94,30.87,24.91,76.58,1.22,13.49,2.01,3.77,291.5
13/7/2024,2024,7,13,28.21,30.65,25.72,76.08,0.54,16.48,1.55,2.37,69.3
12/7/2024,2024,7,12,28.62,31.73,26.33,73.56,0.96,16.56,1.19,2.79,346
11/7/2024,2024,7,11,27.91,30.86,24.95,77.33,4.17,15.66,1.57,2.26,348.9
10/7/2024,2024,7,10,26.56,28.6,25.11,82.13,4.43,9.28,1.73,2.76,328.3
9/7/2024,2024,7,9,27.55,29.19,26.2,83.76,1.79,17.82,2.14,3.34,74.6
8/7/2024,2024,7,8,27.62,30.08,25.26,77.55,0.28,12.36,1.56,2.5,178.8
7/7/2024,2024,7,7,27.66,30.57,25.44,82.32,1.48,18.83,3.9,5.74,304.9
6/7/2024,2024,7,6,27.6,29.71,26.19,84.06,0.76,23.47,3.39,4.89,308.7
5/7/2024,2024,7,5,26.96,28.61,24.87,80.25,0.66,7.11,2.34,3.01,310.5
4/7/2024,2024,7,4,27,28.39,25.93,81.64,5.75,11.54,1.74,2.34,332.3
3/7/2024,2024,7,3,28.31,31.3,25.46,75.11,0.78,21.7,1.6,2.9,354.5
2/7/2024,2024,7,2,28.06,30.55,26.35,75.82,0.51,20.63,2.61,3.86,314.3
1/7/2024,2024,7,1,27.92,30.19,25.97,75.64,0.8,18.78,1.48,2.41,356.8
30/6/2024,2024,6,30,26.94,28.96,25.46,83.15,17.27,13.54,2.8,4.54,327.6
29/6/2024,2024,6,29,28.08,30.1,26.56,82,1.9,17.82,2.17,3.62,69
28/6/2024,2024,6,28,29.09,32,26.26,74.12,6.43,15.35,1.73,3.3,310
27/6/2024,2024,6,27,28.66,31.19,26.64,82.33,59.95,19.35,1.85,3.18,83.9
26/6/2024,2024,6,26,28.54,30.94,26.36,80.03,1.79,22.64,2.05,2.97,69.7
25/6/2024,2024,6,25,28.2,30.52,25.7,79.75,6.08,19.22,1.72,3.1,105.4
24/6/2024,2024,6,24,27.32,29.21,26.09,83.23,12.92,17.51,1.4,2.37,95.7
23/6/2024,2024,6,23,27.54,29.66,25.76,83.17,7.74,17.11,1.56,2.52,76.5
22/6/2024,2024,6,22,28.35,32.3,24.78,67.75,4.41,17.5,1.44,2.29,241.7
21/6/2024,2024,6,21,27.74,30.5,25.51,81.19,2.8,13.82,2.86,4.36,281.2
20/6/2024,2024,6,20,28.24,30.7,26.1,79.05,2.37,15.99,2.08,3.83,321.3
19/6/2024,2024,6,19,27.58,29.23,26.22,85.3,4.5,21.56,2.3,3.57,25.1
18/6/2024,2024,6,18,28.28,30.54,26.89,77.07,1.04,19.44,1.74,3.21,0.9
17/6/2024,2024,6,17,27.48,29.13,26.14,77.7,3.15,7.9,1.63,2.69,329.3
16/6/2024,2024,6,16,27.54,30.19,25.59,83.62,7.03,5.16,3.42,4.38,306.9
15/6/2024,2024,6,15,28.97,31.64,27.2,80.06,17.24,22.29,2.3,3.85,335
14/6/2024,2024,6,14,29,30.61,27.57,77.96,1,23.28,1.19,2.32,23.6
13/6/2024,2024,6,13,29.88,32.91,27.95,69.38,4.09,23.39,1,1.94,332.1
12/6/2024,2024,6,12,29.74,32.58,27.07,68.63,5.33,23.31,1.12,1.69,356
11/6/2024,2024,6,11,28.92,31.88,26.17,68.84,0.15,21.65,1.36,2.06,107.4
10/6/2024,2024,6,10,27.49,29.09,25.74,86.33,0.92,20.44,2.11,2.77,141.2
9/6/2024,2024,6,9,28.48,31.61,25.7,81.69,0.33,22.46,2.85,3.93,302.4
8/6/2024,2024,6,8,28.47,31.27,26.77,80.42,0.47,22.13,2.8,4.54,318.8
7/6/2024,2024,6,7,28.4,30.07,27.09,80.57,1.31,15.39,1.56,2.81,50.1
6/6/2024,2024,6,6,28.97,31.67,26.66,70.76,1.44,21.67,1.41,2.98,204.6
5/6/2024,2024,6,5,28.64,31.03,27.41,82.41,1.67,20.22,1.74,2.86,17.5
4/6/2024,2024,6,4,29.26,32.07,27.11,78.55,0.36,23.66,1.73,3.38,28.2
3/6/2024,2024,6,3,28.4,30.62,26.58,79.41,1.39,17.87,1,1.95,57.2
2/6/2024,2024,6,2,28.25,30.18,26.54,80.54,1.15,10.31,1.34,1.92,68.8
1/6/2024,2024,6,1,28.03,30.72,26.3,84.55,1.43,13.6,2.07,2.98,57.1
31/5/2024,2024,5,31,27.85,29.66,26.36,87.84,7.37,7.73,1.95,2.98,69.3
30/5/2024,2024,5,30,28.92,30.75,27.39,82.53,1.22,21.37,1.52,2.31,90
29/5/2024,2024,5,29,29.22,31.52,27.12,80.17,0.82,19.92,1.34,1.91,1.2
28/5/2024,2024,5,28,29.28,31.33,27.39,77.52,20.46,21.29,1.46,2.32,194.6
27/5/2024,2024,5,27,29.63,32.36,26.47,73.35,0.92,21.01,1.77,2.86,159.2
26/5/2024,2024,5,26,28.85,30.39,27.33,81.94,0.9,19.26,2.07,3.68,154.5
25/5/2024,2024,5,25,29.52,31.99,26.82,75.01,0.66,13.08,1.3,1.99,341.4
24/5/2024,2024,5,24,29.27,31.98,27.28,79.55,0.81,14.01,1.69,3.47,351.3
23/5/2024,2024,5,23,28.61,32.02,25.08,75.92,1.48,15.51,1.99,3.78,226.4
22/5/2024,2024,5,22,28.06,30.3,26.4,87,19.1,19.48,2.77,4.52,51.5
21/5/2024,2024,5,21,28.68,32.37,26.55,80.65,42.73,17.99,1.65,2.9,343.5
20/5/2024,2024,5,20,28.64,31.56,26.94,83.48,6.92,18.59,1.96,3.84,20.2
19/5/2024,2024,5,19,28.21,30.44,27.14,87.88,30.76,16.79,2.38,4.11,0.2
18/5/2024,2024,5,18,28.16,29.83,27,85.28,9.88,15.45,1.65,2.07,30.4
17/5/2024,2024,5,17,28.4,31.07,26.22,82.31,7.41,18.85,2.15,3.51,45.6
16/5/2024,2024,5,16,28.17,29.89,27.09,86.01,6.62,13.42,2.49,3.98,323
15/5/2024,2024,5,15,28.58,30.7,27.06,82.33,4.19,17.5,2.03,2.89,311.7
14/5/2024,2024,5,14,28.87,31.28,26.6,78.26,0.51,19.13,1.93,2.54,328.6
13/5/2024,2024,5,13,28.5,29.91,26.93,78.55,1.09,13.87,1.2,3.2,324.6
12/5/2024,2024,5,12,28.37,29.54,27.11,89.18,14.8,14.24,2.69,3.99,66.1
11/5/2024,2024,5,11,28.61,29.7,27.62,87.09,1.77,9.04,3.09,5.7,104.4
10/5/2024,2024,5,10,29.17,31.11,27.27,80.33,1.56,17.2,1.4,2.04,87.9
9/5/2024,2024,5,9,29.47,31.41,27.62,77.66,0.24,21.07,1.46,2.64,70.1
8/5/2024,2024,5,8,29.54,31.54,27.93,76.94,0.47,20.96,1.66,3.36,7.9
7/5/2024,2024,5,7,28.81,30.47,27.61,84.36,2.81,8.03,2.83,4.11,323.1
6/5/2024,2024,5,6,29.99,32.89,27.41,74.2,2.96,21.54,1.81,2.63,30.1
5/5/2024,2024,5,5,29.26,31.54,27.19,79.86,0.3,21.31,2.05,3.47,342.8
4/5/2024,2024,5,4,28.8,30.72,27.18,84.75,8.54,15.15,2.32,3.12,333.5
3/5/2024,2024,5,3,29.41,32.61,27.15,80.03,6.94,12.74,2.48,4.42,348.7
2/5/2024,2024,5,2,28.58,30.97,27.12,84.37,1.68,11.93,1.81,3.27,307.7
1/5/2024,2024,5,1,29.12,31.39,27.34,85.68,1.05,21.07,2.62,3.68,321.7
30/4/2024,2024,4,30,30.15,32.92,28.05,78.71,0.76,10.95,1.37,2.19,5.4
29/4/2024,2024,4,29,29.79,31.94,28.04,77.84,0.99,20.02,1.45,2.28,96.8
28/4/2024,2024,4,28,28.87,30.33,27.24,80.52,2.19,18.76,1.69,2.82,99.5
27/4/2024,2024,4,27,29.08,30.91,27.6,79.8,0.94,19.74,1.5,2.38,42.8
26/4/2024,2024,4,26,29.15,31.79,27,78.1,0.32,20.96,1.85,2.94,348.7
25/4/2024,2024,4,25,29.35,32.15,27.11,77.06,1.97,14.56,1.53,2.66,350.9
24/4/2024,2024,4,24,28.95,31.03,27.15,81.52,2.22,20.78,1.83,2.99,21
23/4/2024,2024,4,23,28.45,31.12,26.17,83.87,0.39,21.11,3.25,4.12,318
22/4/2024,2024,4,22,28.4,30,26.96,86.21,0.68,23.52,3.73,4.52,331.1
21/4/2024,2024,4,21,28.73,31.33,26.76,81.57,0.46,10.23,2.72,4.64,340.1
20/4/2024,2024,4,20,28.33,30.63,26.54,84.37,15.35,13.61,3.22,4.56,326.9
19/4/2024,2024,4,19,28.04,29.76,26.64,86.65,32.53,20.25,3.33,4.32,322.8
18/4/2024,2024,4,18,28.69,30.76,27.13,83.7,16.22,22.37,2.19,4.24,347.1
17/4/2024,2024,4,17,28.75,31.82,26.81,80.37,3.79,21.28,1.65,2.86,343.1
16/4/2024,2024,4,16,28.19,30.06,26.77,84.9,9.86,18,2.61,4,342.8
15/4/2024,2024,4,15,28.61,31.06,26.21,80.25,2.9,19.26,1.76,2.63,354.2
14/4/2024,2024,4,14,28.1,30.48,26.39,82.23,1.36,12.66,2.38,3.45,327
13/4/2024,2024,4,13,28.51,30.68,26.27,79.91,2.31,21.4,1.6,2.31,44.4
12/4/2024,2024,4,12,29.08,32.03,26.57,77.75,0.54,21.99,2.57,3.64,110.7
11/4/2024,2024,4,11,28.75,31.1,26.99,78.98,0.88,22.58,2.84,4.6,73.4
10/4/2024,2024,4,10,27.88,31.06,24.89,78.47,2.52,12.43,2.32,3.76,95.5
9/4/2024,2024,4,9,28.14,30.93,25.57,78.02,1.96,19.53,1.56,2.49,340.8
8/4/2024,2024,4,8,28.03,30,26.57,84.8,0.71,22.07,2.5,2.88,315.4
7/4/2024,2024,4,7,29.17,31.85,27.14,83.24,0.02,24.08,2.62,4.21,1.5
6/4/2024,2024,4,6,29.43,32.07,27.23,82.85,0.38,24.52,2.25,3.41,2.9
5/4/2024,2024,4,5,28.77,31.48,26.44,81.95,1,23.32,2.87,3.71,311
4/4/2024,2024,4,4,28.48,30.54,26.81,85.71,0.53,18.43,3.26,4.54,327.5
